Speed,Traffic_Volume,Driver_Alcohol,Weather,Time_of_Day,Road_Type,Accident_Risk,Road_Condition,Severity
64.34662285,54.65573486,0.0,0,1,2,41.73384105,2,1
62.40027339,28.0755935,0.0,0,2,0,27.35540387,1,1
54.44983455,49.80310383,1.0,2,1,0,55.10872684,2,2
67.10749381,52.18816944,0.0,2,2,1,59.94631292,1,2
57.22646795,45.54558598,0.0,0,2,2,39.30221869,0,1
69.94321903,22.86128861,1.0,2,0,0,71.84410542,2,0
107.8966135,43.80700572,0.0,0,2,2,81.59050299,0,0
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,2,1
33.356305,52.73493295,0.0,0,0,1,30.71257758,0,1
67.49527665,29.27381505,0.0,2,1,1,53.88682893,2,2
75.56309916,75.1846648,1.0,2,1,1,85.62624762,2,0
53.44853644,56.83650428,0.0,0,0,2,31.22906697,2,1
77.68945776,24.14749306,1.0,0,0,1,67.45895687,2,0
66.93155211,77.10885602,1.0,2,2,1,78.8650622,2,0
41.13633212,46.98771971,0.0,0,0,0,26.22892366,2,1
54.09991782,47.39879413,0.0,0,0,1,44.00482244,2,1
80.70137031,57.866141,0.0,1,1,0,58.02443612,2,2
61.85321544,11.90111092,0.0,0,1,0,26.13668954,2,1
68.4586368,45.07233195,0.0,0,1,0,41.09237818,0,1
39.98961758,55.27101624,0.0,0,2,1,35.11697314,1,1
32.38688653,35.70638646,0.0,0,2,1,49.27481283,2,2
66.1917139,14.96342386,0.0,0,1,2,29.3887661,1,1
60.1552893,41.81383052,0.0,0,0,0,36.74036362,2,1
42.73509634,53.8084778,0.0,0,0,1,29.07881094,2,1
95.45808742,57.63468338,1.0,1,2,2,98.41302345,0,0
72.45503725,74.79168013,0.0,2,2,2,54.23871229,0,2
60.33698839,63.78328914,0.0,2,2,0,65.45586242,1,0
64.84077841,59.1633623,0.0,0,1,1,34.30111836,0,1
75.11270535,69.1586411,0.0,0,0,2,34.33154428,0,1
85.10178135,32.9692004,1.0,2,0,0,73.14801345,1,0
55.15980242,60.81817037,0.0,0,0,2,43.95363882,0,1
54.45709607,37.74033457,0.0,2,1,2,52.49067115,2,2
67.94539132,47.85470468,1.0,0,0,0,55.97148548,1,2
45.49535785,113.0411347,1.0,0,0,1,48.39882975,1,2
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,2,1
40.0315057,54.06471909,0.0,0,1,1,44.44409112,0,1
61.5884168,47.96010567,0.0,0,1,2,35.32419114,1,1
55.44410957,44.57370044,0.0,2,2,0,70.65503133,1,0
34.11289907,37.17837467,0.0,1,1,1,41.3674349,2,1
42.45124746,45.62267497,0.0,0,2,1,25.57892675,2,1
62.65231308,42.05353495,0.0,0,1,2,57.34649445,0,2
73.82702253,32.87302963,0.0,2,1,1,61.53924562,1,2
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,0,1
59.35764928,34.92275773,0.0,0,1,0,41.94058602,0,1
76.20072099,75.23038505,0.0,0,0,2,61.13250097,2,2
59.47972669,30.59751479,0.0,0,2,2,39.56524698,1,1
71.75085764,25.66206579,0.0,0,0,0,43.02320804,1,1
70.04508823,27.1798298,0.0,2,2,1,77.66907749,1,0
60.90345315,43.98280506,0.0,2,2,0,62.80620003,2,2
45.1559277,33.31353909,0.0,0,1,1,42.00057116,2,1
69.52757703,37.40230895,1.0,2,1,1,81.22435663,2,0
57.36654082,65.95701403,0.0,0,1,1,35.66300584,2,1
61.59645342,24.84263688,0.0,0,2,0,43.08458184,2,1
41.34205147,44.87318643,0.0,2,2,0,54.54799467,1,2
55.37948574,25.10915,0.0,2,0,0,43.86147464,0,1
81.80301116,39.97195706,0.0,0,1,2,43.43281885,1,1
69.87816409,52.79774466,0.0,2,1,2,57.19141546,0,2
52.15915469,71.30343931,0.0,2,1,1,57.26439768,2,2
54.3720543,52.74704959,1.0,2,2,0,73.67882031,0,0
76.37260278,56.77374636,0.0,2,2,1,65.40112536,1,0
81.65646906,61.41014417,1.0,0,2,0,71.30827505,1,0
61.39267352,47.16702828,0.0,2,2,1,51.05723074,0,2
61.22993335,43.47975008,0.0,0,0,0,43.67400769,2,1
57.2816374,31.42415837,1.0,0,1,0,40.71392959,2,1
61.00486076,67.04937287,0.0,2,1,2,55.42583174,1,2
76.54952823,46.83692311,0.0,0,2,2,61.96887756,0,2
69.25508924,57.50911715,0.0,1,1,2,69.87642914,2,0
63.59106751,44.44972762,0.0,2,1,2,55.53272196,2,2
80.10675669,46.59483506,0.0,0,2,0,36.06369859,1,1
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,2,1
67.61753634,5.633044799,0.0,0,0,1,4.412184562,0,1
52.36554561,36.26569314,0.0,0,1,2,37.52426427,1,1
62.75751774,55.9046515,0.0,0,2,1,46.35335461,1,1
57.93827228,20.0548471,0.0,2,0,2,50.89826763,0,2
66.94777193,67.29648877,0.0,1,0,2,69.03456799,1,0
78.05826656,70.74317797,0.0,1,0,0,52.01794147,2,2
69.50878533,53.78959642,0.0,0,2,2,73.47591633,2,0
53.68523279,24.01567273,0.0,0,2,1,50.99661519,0,2
78.25737781,63.85538064,1.0,0,0,0,51.36610813,2,2
64.20954607,23.03645909,1.0,0,2,0,44.97790662,0,1
60.96711622,34.74961522,0.0,0,2,1,28.03342229,0,1
82.52000478,42.30114223,0.0,2,1,0,49.08857732,2,2
67.52674104,48.64257237,0.0,0,1,0,54.04778754,0,2
21.13436562,64.31745489,0.0,0,1,0,28.65569968,2,1
44.36933382,91.96442949,0.0,0,0,1,54.09087503,1,2
72.58410751,19.79917576,0.0,0,2,0,38.76634687,1,1
55.0850678,58.39219944,0.0,0,0,2,43.36478268,0,1
43.83382833,74.99237811,0.0,1,2,1,70.58252201,2,0
43.04895991,5.0,0.0,0,2,2,34.9186315,2,1
67.46614634,53.76951522,1.0,0,1,1,79.85483808,1,0
67.00006473,35.66853023,0.0,0,1,2,35.46702865,0,1
43.03667347,47.79989003,0.0,0,1,1,48.18549352,2,1
67.38028272,15.9619554,0.0,0,2,1,59.77167535,0,2
52.46918663,57.76624011,0.0,0,2,2,58.11224653,1,2
74.63317691,42.08638576,0.0,0,1,2,68.34340364,0,0
48.39316201,34.40294108,0.0,2,2,1,43.00823139,0,1
39.73388451,45.45787984,0.0,0,2,1,31.57367009,1,1
73.08480955,44.40379315,0.0,0,2,1,57.67586737,0,2
63.01739484,30.99873005,1.0,2,1,1,61.81128274,0,2
39.81193615,25.66838392,0.0,2,1,0,36.44331123,2,1
58.24851126,72.06435144,0.0,2,1,0,57.63333012,0,2
46.13301018,47.60760751,0.0,0,2,0,38.74494452,2,1
68.15400232,69.23974378,0.0,0,1,2,53.5603062,1,2
66.38830809,70.58881112,0.0,2,2,0,73.85483791,1,0
72.20275826,59.46943798,0.0,2,2,1,67.30421335,2,0
90.09139332,83.54754176,0.0,2,1,2,55.10667489,1,2
75.75981594,29.20386938,0.0,2,1,0,50.8464165,0,2
59.61668894,79.24391877,0.0,2,2,2,96.64595839,0,0
69.33310716,22.16083238,0.0,0,2,0,55.34931688,0,2
51.62547369,46.1258924,0.0,0,1,0,45.41349258,1,1
41.61351505,60.33893031,0.0,0,2,0,49.35469556,0,2
54.31308389,13.16204454,0.0,0,0,1,23.70718966,0,1
62.72799383,51.425075,0.0,0,1,2,46.68239268,0,1
70.51759113,50.08459718,0.0,0,2,0,45.79090159,2,1
43.77677995,63.29854325,1.0,0,2,1,52.07192952,1,2
55.78349561,50.56915162,0.0,2,0,1,57.72107258,1,2
49.87232588,41.52480636,0.0,2,1,1,53.1684585,0,2
56.31917826,48.0675266,0.0,0,0,1,53.81454131,1,2
65.45447824,27.32339286,1.0,0,1,1,63.2514041,1,2
58.08123613,43.95638826,0.0,0,1,2,33.31726526,2,1
63.13295393,43.14901598,0.0,0,2,1,54.65303174,2,2
64.89199533,38.56507916,0.0,0,0,2,43.19012389,0,1
72.60965323,56.95123228,0.0,0,0,1,62.32390942,2,2
38.23236465,40.66482376,1.0,0,1,2,50.2612134,0,2
55.62459375,50.68882023,0.0,2,0,0,35.44541366,0,1
69.03177481,56.12778964,0.0,1,0,1,72.43192873,0,0
48.2265253,66.91605745,0.0,0,0,1,39.00129302,1,1
41.68734525,58.93745002,0.0,1,0,0,53.40363289,2,2
56.62851897,38.78478186,1.0,1,0,0,78.71334901,0,0
65.58158209,88.00536849,0.0,1,1,2,83.03883594,2,0
68.98191584,39.7802166,1.0,2,0,2,71.21999432,0,0
32.00195074,31.28807402,0.0,0,0,1,14.93179291,2,1
83.59529588,25.3379739,0.0,0,0,1,43.04751582,2,1
78.56157202,38.93645509,0.0,0,1,1,57.60788226,0,2
75.58667681,47.69780612,0.0,2,2,1,49.0811733,1,2
68.04979129,71.4385973,0.0,1,2,0,80.16540497,2,0
43.13036862,41.93848022,1.0,1,0,1,59.41560826,1,2
70.02982207,12.53117392,0.0,2,0,0,46.49518535,1,1
47.50415914,42.77981553,1.0,0,0,0,50.78002651,0,2
62.62817128,35.08115747,0.0,2,1,0,62.1883682,0,2
78.0976345,58.58681646,0.0,2,2,2,67.09594113,0,0
20.0,34.42325914,0.0,0,2,0,38.21675294,2,1
65.99531928,11.26494595,0.0,2,1,0,50.72330036,0,2
66.85129829,45.20996156,0.0,0,2,2,54.33569144,0,2
52.81877068,10.62991573,0.0,0,0,1,16.29025336,2,1
57.14941447,54.37318614,0.0,0,1,0,38.35551703,2,1
66.65729142,73.7346924,0.0,0,0,0,60.54894544,0,2
54.56338588,30.16606673,0.0,0,1,0,25.19765335,0,1
50.05648624,5.0,0.0,0,2,2,43.75429419,0,1
43.2057385,38.98036393,0.0,2,1,0,48.03153577,0,1
45.66689339,5.0,1.0,2,2,1,68.78512542,1,0
56.28722047,25.43112337,0.0,0,2,0,49.05996555,1,2
64.05685239,74.41642598,0.0,2,2,2,82.07842111,0,0
75.35564319,37.92282138,0.0,0,0,2,43.65273868,1,1
55.78987385,59.83011294,0.0,2,2,0,56.90473419,2,2
46.77188023,112.258204,0.0,0,2,2,74.41073355,1,0
27.96488679,46.08602938,0.0,0,2,0,28.70237207,1,1
50.09518291,65.4160444,0.0,0,2,0,28.7997483,0,1
55.46931751,43.1635636,0.0,0,0,2,30.17666155,1,1
51.56568706,70.76757702,0.0,1,1,2,62.16096352,1,2
54.63831866,41.0735897,0.0,0,1,1,19.12320489,1,1
79.75672601,79.63921537,0.0,2,0,2,54.68477846,1,2
81.70466827,32.87003525,0.0,2,1,1,52.70401763,0,2
30.31050284,83.27465664,1.0,2,2,2,72.96385758,0,0
77.88761269,33.62789947,0.0,0,0,2,42.95498812,0,1
62.96399407,21.88873892,0.0,0,2,1,49.22560091,2,2
49.21751419,75.04567324,1.0,0,1,1,68.81117334,1,0
77.42817454,58.29545782,0.0,2,0,0,50.02115501,2,2
63.46051359,39.4159798,0.0,2,2,1,57.66654165,1,2
31.08491131,44.69524919,1.0,2,2,2,53.58292628,2,2
73.30331085,41.75041976,0.0,0,0,0,49.29662625,0,2
44.90186152,54.92167231,0.0,0,2,2,37.92710376,0,1
38.2553217,66.06309485,0.0,0,1,2,31.23262325,0,1
66.59251846,54.46561827,1.0,2,1,0,64.28286921,1,0
66.30141736,72.37264668,0.0,2,0,1,58.01076362,1,2
60.0506326,70.97728284,0.0,0,2,1,56.15788235,2,2
45.08475938,38.210952,1.0,1,2,1,84.42552277,2,0
51.54413171,85.92721646,0.0,1,2,1,80.2247287,0,0
56.22691671,77.26753027,0.0,0,0,2,54.10617418,1,2
80.99033155,32.7301279,0.0,0,2,0,51.38628685,2,2
46.1721028,54.79255036,0.0,0,1,1,14.2220713,0,1
50.24996129,49.71802068,0.0,0,0,0,33.79229546,1,1
74.94071529,47.49651143,0.0,2,0,1,58.15371773,0,2
50.25940443,108.713158,0.0,0,1,1,56.61853649,0,2
59.16678452,55.85430964,0.0,0,0,0,32.70805285,1,1
45.37977495,37.86993224,0.0,0,2,0,42.53274654,1,1
84.11018364,44.54910557,0.0,0,0,0,55.66112462,1,2
72.81787841,33.8840069,1.0,2,0,0,73.64976476,1,0
54.60347031,101.4399063,1.0,0,2,2,70.55493471,0,0
48.55912832,64.67095627,0.0,2,0,2,45.57312337,2,1
62.1132937,53.36030681,0.0,0,0,2,50.4327886,0,2
62.92537476,61.40842347,0.0,0,0,1,43.41405258,2,1
45.14195512,11.81287825,0.0,0,0,0,6.501026215,1,1
46.16384723,28.89784649,1.0,1,1,0,70.52286905,2,0
65.79484977,49.64210046,0.0,0,0,1,36.26882576,0,1
62.98589543,73.40397418,0.0,0,1,1,44.61551266,0,1
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,1,1
36.07945399,37.24824916,0.0,0,1,2,23.39877552,0,1
75.52874002,6.440645356,1.0,2,1,1,51.43536958,1,2
61.83446255,30.28920799,0.0,1,2,2,47.03095014,0,1
83.24901608,58.86004261,0.0,0,1,2,49.96079304,0,2
62.69372673,40.61738292,0.0,1,0,2,35.80445023,1,1
67.66188133,47.3814839,0.0,2,0,0,66.36333494,0,0
52.8566869,64.18705029,0.0,0,1,1,34.64492772,0,1
74.48096227,26.42153017,0.0,2,0,2,40.18691301,2,1
75.74329073,40.23452315,1.0,0,0,0,52.8945159,0,2
59.24642836,32.46452438,0.0,0,2,1,41.80838844,0,1
71.72734308,59.40088375,0.0,2,2,0,70.60351963,0,0
71.21865384,56.10486253,1.0,0,0,0,61.0566626,0,2
54.46084291,17.3597023,0.0,0,1,2,17.6890112,2,1
71.30012432,26.85766763,0.0,1,0,2,52.00911988,2,2
76.10447625,87.1100663,0.0,0,2,0,62.75493626,0,2
30.3680015,70.72605784,0.0,0,2,1,53.97926368,0,2
52.07074977,32.43473494,0.0,2,0,2,65.68679829,2,0
66.87580055,54.16645017,0.0,2,2,1,66.03303813,1,0
44.15163536,22.48978221,1.0,0,1,1,36.1790578,1,1
62.47141262,38.51798649,0.0,0,1,1,33.25377244,2,1
60.36765261,48.45113079,0.0,0,0,0,35.73891295,0,1
63.93841994,47.22975511,0.0,2,1,1,50.4386522,0,2
69.52082203,63.32539344,0.0,2,1,2,59.1704548,1,2
90.91121887,37.85291134,0.0,2,1,2,75.65936889,1,0
54.22029605,61.08115542,0.0,0,2,0,43.13411056,2,1
60.69654822,43.55943691,0.0,0,0,0,46.17791207,1,1
77.3716631,49.95192318,0.0,0,0,0,78.59790015,2,0
